Controversial Flag,Planet Name,Host Name,Planet Letter,Number of Stars,Number of Planets,Circumbinary Flag,Discovery Method,Discovery Year,Discovery Locale,Detections by Radial Velocity Variations,Detected by Transits,Detected by Imaging,Orbital Period (years),Orbit Semi-Major Axis (au),Planet Radius (Earth Radius),Planet Mass (Earth Mass),Planet Density (g/cm**3),Eccentricity,Equilibrium Temperature (K),Inclination (deg),Transit Depth (%),Transit Duration (hrs),Ratio of Semi-Major Axis to Stellar Radius,Radial Velocity Amplitude (m/s),Spectral Type,Stellar Effective Temperature (K),Stellar Radius (Solar Radius),Stellar Mass (Solar mass),Stellar Metallicity (Solar Metallicity),Stellar Luminosity (log10(Solar)),Stellar Surface Gravity (log10(m/s^2)),Stellar Age (Gyr),Stellar Density (g/cm**3),Stellar Rotational Period (days),Systemic Radial Velocity (km/s),Total Proper Motion (mas/yr),Distance (ly),RA,Dec,U,B,G,V,R,I,Z,J,H,K,W1,W2,W3,W4,Spectral Class,Luminosity Class,Temperature Subscore,Eccentricity Subscore,Number of Stars Subscore,Habitability Score
0,BD+63 1405 b,BD+63 1405,b,1,1,0,Radial Velocity,2021,Ground,1,0,0,3.281,2.06,12.4,3305.41543,9.53,0.88,,5.974,,,,186.01,K0,5000.0,0.8,0.82,0.8128,-0.413,2.2,,2.29955,,-15.33,249.4112585,124.0936,271.3979337,63.6700064,,9.83,,8.96,,,,7.303,6.895,6.78,6.711,6.73,6.74,6.67,K,---,0.1,0.001,1.0,0.0
0,BD-00 4475 b,BD-00 4475,b,1,1,0,Radial Velocity,2021,Ground,1,0,0,1.98,1.48,12.0,7961.6016,25.3,0.39,,13.31,,,,711.21,G0,5040.0,0.84,0.81,0.7244,-0.35,2.25,,2.0533,,23.58,273.7124671,139.0736,347.7108441,0.4085612,,9.914,,9.01,,,,7.483,7.136,6.996,6.867,7.001,6.985,6.977,G,---,0.1,0.999972464309,1.0,0.0
1,BD-06 1339 b,BD-06 1339,b,1,2,0,Radial Velocity,2013,Ground,1,0,0,0.011,0.0428,2.85,8.5,2.02,0.0,,,,,,4.4,K7/M0 V,4324.0,0.69,0.7,0.7244,-1.022,2.74,4.4,2.747,,23.62,346.7225761,66.1102,88.2511811,-5.9963378,,10.972,,9.7,,,,7.128,6.517,6.305,6.266,6.232,6.231,6.213,K,V,0.1,1.0,1.0,0.0
0,BD-06 1339 c,BD-06 1339,c,1,2,0,Radial Velocity,2013,Ground,1,0,0,0.345,0.435,8.38,53.0,0.495,0.31,,,,,,9.1,K7/M0 V,4324.0,0.69,0.7,0.7244,-1.022,2.74,4.4,2.747,,23.62,346.7225761,66.1102,88.2511811,-5.9963378,,10.972,,9.7,,,,7.128,6.517,6.305,6.266,6.232,6.231,6.213,K,V,0.1,0.999999495653,1.0,0.0
0,BD-08 2823 b,BD-08 2823,b,1,2,0,Radial Velocity,2009,Ground,1,0,0,0.015,0.06,3.61,12.7132,1.48,0.15,,,,,,6.5,K3 V,4816.0,0.71,0.5,0.871,-0.626,2.43,4.5,3.31801,,53.34,376.3791094,134.814,150.1971964,-9.5165689,,10.88,,9.86,,,,7.96,7.498,7.323,7.213,7.342,7.292,7.395,K,V,0.1,0.999999999831,1.0,0.0
0,BD-08 2823 c,BD-08 2823,c,1,2,0,Radial Velocity,2009,Ground,1,0,0,0.651,0.68,12.5,104.0,0.293,0.19,,,,,,13.4,K3 V,4746.0,0.72,0.74,0.8511,-0.626,2.13,4.5,3.31801,,53.34,376.3791094,134.814,150.1971964,-9.5165689,,10.88,,9.86,,,,7.96,7.498,7.323,7.213,7.342,7.292,7.395,K,V,0.1,0.99999999875,1.0,0.0
0,BD-10 3166 b,BD-10 3166,b,1,1,0,Radial Velocity,2000,Ground,1,0,0,0.01,0.04,14.1,187.5197,0.368,0.02,,,,,,60.9,K0 V,5393.0,0.91,1.47,2.3988,-0.191,2.69,1.0,1.53276,,26.4,185.0255981,275.2982,164.6191243,-10.7704227,,10.878,,10.013,,,,8.611,8.3,8.124,8.109,8.141,8.145001,7.566,K,V,0.1,1.0,1.0,0.0
0,BD-11 4672 b,BD-11 4672,b,1,2,0,Radial Velocity,2014,Ground,1,0,0,4.474,2.36,14.1,206.5895,0.405,0.05,,,,,,14.88,K7 V,4550.0,0.64,0.65,0.4467,-0.804,2.64,7.4,3.53,25.0,-87.3,372.5220822,88.6052,278.3688659,-11.6370481,,11.243,,10.03,,,,7.651,7.031,6.867,6.838,6.842,6.886,6.99,K,V,0.1,0.999999999999,1.0,0.0
0,BD-11 4672 c,BD-11 4672,c,1,2,0,Radial Velocity,2020,Ground,1,0,0,0.203,0.3,4.04,15.37,1.28,0.4,,,,,,3.42,K7V,4550.0,0.64,0.65,0.4467,-0.804,2.64,7.4,3.53,25.0,-87.3,372.5220822,88.6052,278.3688659,-11.6370481,,11.243,,10.03,,,,7.651,7.031,6.867,6.838,6.842,6.886,6.99,K,V,0.1,0.999954602131,1.0,0.0
0,BD-13 2130 b,BD-13 2130,b,1,1,0,Radial Velocity,2007,Ground,1,0,0,1.956,1.66,12.5,3108.3774,8.75,0.21,,,,,,137.6,G5 IV/V,4545.0,19.17,2.12,0.8318,2.043,0.2,0.74,,,18.31,3.8647189,3017.641,114.2884692,-13.9066703,,11.313,,10.038,,,,7.94,7.371,7.151,7.051,7.217,7.094,6.983,G,V,0.1,0.999999996602,1.0,0.0
0,BD-17 63 b,BD-17 63,b,1,1,0,Radial Velocity,2008,Ground,1,0,0,1.795,1.34,12.8,1620.9,4.25,0.54,,,,,,173.3,K5 V,4714.0,0.69,0.74,0.9333,-0.678,2.26,4.3,2.75844,,3.4,421.9214191,112.3943,7.1413494,-16.2273254,14.1468,10.677,10.2994,9.62,9.21104,8.86964,9.00956,7.574,7.027,6.914,6.846,6.923,6.897,6.876,K,V,0.1,0.952574126822,1.0,0.0
0,BD-210397 b,BD-210397,b,1,2,0,Radial Velocity,2023,Ground,1,0,0,5.177,2.63,14.0,214.0,0.429,0.1,,,,,,14.0,K7 V,4051.0,0.75,0.68,1.3183,-0.87,2.67,6.2,2.23897,,,379.6005102,77.4046,33.3024198,-21.1962147,,11.137,,9.84,,,,7.296,6.665,6.504,,,,,K,V,0.1,0.999999999986,1.0,0.0
0,BD-210397 c,BD-210397,c,1,2,0,Radial Velocity,2023,Ground,1,0,0,17.085,5.9,12.9,1525.57635,3.91,0.43,,33.0,,,,34.0,K7 V,4051.0,0.75,0.69,1.3183,-0.87,2.67,4.0,2.23897,,,379.6005102,77.4046,33.3024198,-21.1962147,,11.137,,9.84,,,,7.296,6.665,6.504,,,,,K,V,0.1,0.999796573022,1.0,0.0
0,CD Cet b,CD Cet,b,1,1,0,Radial Velocity,2020,Ground,1,0,0,0.006,0.0185,1.82,3.95,3.6,,464.0,87.48,,,,6.51,M5.0 V,3130.0,0.17,0.16,1.349,-2.533,2.93,3.0,30.35878,126.2,,1743.982574,28.0727,48.3530155,4.7751881,17.4608,,15.0603,13.95,13.9494,14.1848,13.2956,8.775,8.208,7.833,,,,,M,V,0.148880165459,0.1,1.0,0.0
0,CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,b,1,1,0,Imaging,2011,Ground,0,0,1,27.482,2.6,12.4,3337.1,9.62,,370.0,,,,,,nan,580.5,,0.02,,,2.72,,,,,,75.342,224.6208333,10.2286111,,,,,,,,,,,,,,,-,---,0.806843590165,0.1,1.0,0.0
0,CHXR 73 b,CHXR 73,b,1,1,0,Imaging,2006,Space,0,0,1,,210.0,12.3,3994.486,11.8,,,,,,,,M3.5,3099.0,,0.35,,,,0.002,,,,22.1935378,620.9162,166.6193985,-77.6258725,,,,,,,,12.674,11.317,10.703,10.275,10.201,10.108,9.406,M,---,0.1,0.1,1.0,0.0
0,CI Tau c,CI Tau,c,1,1,0,Radial Velocity,2024,Multiple Locales,1,0,0,0.069,0.17,,,,0.58,,,,,,300.0,K7,3807.0,1.88,0.9,,-0.255,,0.003,,,18.0,19.2503713,515.32,68.4667685,22.8416192,15.808,15.56,14.066,13.642,12.4044,11.6913,13.0358,9.48,8.431,7.793,6.756,6.032,4.367,2.412,K,---,0.1,0.73105857863,1.0,0.0
0,CT Cha b,CT Cha,b,1,1,0,Imaging,2007,Ground,0,0,1,,440.0,24.66,5403.0,1.98,,2600.0,,,,,,K5e,4403.0,1.68,,0.2754,-0.102,1.66,0.002,,,,22.2095894,622.0447,166.0375038,-76.4553693,,13.799,,12.335,,,,9.715,8.944,8.661,7.898,7.067,4.859,2.729,K,---,0.001,0.1,1.0,0.0
0,CoRoT-1 b,CoRoT-1,b,1,1,0,Transit,2008,Space,1,1,0,0.004,0.02752,16.7,327.35,0.38,0.0,1898.0,85.1,1.92654,2.373,0.1388,188.0,G0 V,5950.0,1.11,0.95,0.5012,0.298,2.25,1.6,0.93,,23.35,6.039454,2569.8125,102.0798591,-3.1021394,,14.158,,13.623,,,,12.462,12.218,12.149,12.098,12.136,12.29,9.091,G,V,0.001,1.0,1.0,0.0
0,CoRoT-10 b,CoRoT-10,b,1,1,0,Transit,2010,Space,1,1,0,0.036,0.1055,10.87,874.0,3.7,0.53,600.0,88.55,1.61036,2.98,0.1269,301.0,K1 V,5075.0,0.79,0.89,1.8197,-0.726,2.65,3.0,3.32,,15.33,22.9585905,1103.6662,291.0636813,0.7460143,,17.344,,15.293,14.73,13.74,,12.527,11.929,11.782,11.64,11.752,11.396,8.923,K,V,0.001,0.970687769249,1.0,0.0
0,CoRoT-11 b,CoRoT-11,b,1,1,0,Transit,2010,Space,1,1,0,0.008,0.0436,16.03,740.51,0.99,0.0,1657.0,83.17,1.1449,2.5009,0.107,280.0,F6 V,6440.0,1.37,1.27,0.9333,0.378,2.22,2.0,0.69,,-1.34,5.5818875,2136.4425,280.6872998,5.9376586,,13.529,,12.897,12.638,12.283,,11.589,11.416,11.248,11.173,11.265,11.47,9.198,F,V,0.001,1.0,1.0,0.0
0,CoRoT-12 b,CoRoT-12,b,1,1,0,Transit,2010,Space,1,1,0,0.008,0.04016,16.14,291.438,0.411,0.07,1442.0,85.48,1.744,2.57424,0.1314,125.5,nan,5675.0,1.12,1.08,1.4454,0.07,2.38,6.3,1.08,,,3.8659215,3673.7233,100.7656871,-1.2964437,,16.408,,15.588,15.211,14.685,,14.024,13.63,13.557,13.47,13.47,12.53,8.61,-,---,0.001,0.999999999997,1.0,0.0
0,CoRoT-13 b,CoRoT-13,b,1,1,0,Transit,2010,Space,1,1,0,0.011,0.051,9.92,415.704,2.34,0.0,1700.0,88.02,1.185047,3.14,0.0909,157.8,G0 V,5945.0,1.01,1.09,1.0233,0.073,2.46,1.635,1.468,,22.45,3.6450532,3747.3041,102.7211432,-5.0864557,,15.21,,15.005,14.738,14.304,,13.71,13.406,13.376,13.17,13.217,12.615,8.946,G,V,0.001,1.0,1.0,0.0
0,CoRoT-14 b,CoRoT-14,b,1,1,0,Transit,2010,Space,1,1,0,0.004,0.027,12.22,2415.4,7.3,0.0,1952.0,79.6,,1.662,0.0925,1230.0,F9 V,6035.0,1.21,1.13,1.122,0.119,2.35,4.2,0.91,,,3.6035031,5690.1176,103.4242023,-5.5360385,,17.011,,15.932,15.672,,,14.321,14.007,13.806,13.679,13.729,12.03,9.14,F,V,0.001,1.0,1.0,0.0
0,CoRoT-16 b,CoRoT-16,b,1,1,0,Transit,2011,Space,1,1,0,0.015,0.0618,13.11,170.032,0.44,0.33,,85.01,1.02,2.39,0.101,61.96,G5 V,5650.0,1.19,1.1,1.5488,-0.435,2.36,6.73,0.93,,,8.0976105,2388.7959,278.5246658,-6.0026026,,17.417,,16.052,15.54,14.75,,13.496,12.98,12.847,,,,,G,V,0.1,0.999998629043,1.0,0.0
0,CoRoT-17 b,CoRoT-17,b,1,1,0,Transit,2011,Space,1,1,0,0.01,0.0461,11.43,772.29,2.82,0.0,1626.0,88.34,0.44,4.72001,,312.4,G2 V,5740.0,1.59,1.04,1.0,0.134,2.4,10.7,0.32,,54.77,9.2427444,3835.9859,278.699236,-6.612288,,17.59,,16.29,15.346,14.521,,13.174,12.615,12.472,,,,,G,V,0.001,1.0,1.0,0.0
0,CoRoT-18 b,CoRoT-18,b,1,1,0,Transit,2011,Space,1,1,0,0.005,0.0295,14.68,1102.82,2.2,0.08,1550.0,86.5,2.571701,2.387,0.1341,590.0,G9 V,5440.0,1.0,0.95,0.7943,-0.17,2.4,0.032,1.35,5.4,29.55,4.0100233,2494.7314,98.1724172,-0.0316045,16.9794,15.751,15.387,14.868,14.7454,14.5159,14.4078,13.441,13.081,13.014,12.955,12.955,11.968,8.771,G,V,0.001,0.999999999995,1.0,0.0
0,CoRoT-19 b,CoRoT-19,b,1,1,0,Transit,2011,Space,1,1,0,0.011,0.0518,14.46,352.78,0.71,0.047,2000.0,88.0,0.631275,4.7,0.0786,126.0,F9 V,6090.0,1.65,1.21,0.955,0.544,2.07,5.0,0.38,,24.16,7.6938008,2578.7948,97.0335983,-0.1707293,15.9662,14.905,14.4123,14.135,13.7257,13.4259,13.2554,12.324,11.961,11.837,11.763,11.787,12.08,9.147,F,V,0.001,0.999999999999,1.0,0.0
0,CoRoT-2 b,CoRoT-2,b,2,1,0,Transit,2008,Space,1,1,0,0.005,0.02798,16.432,1102.82,1.47,0.0143,1521.0,88.08,2.75,2.26704,0.1667,603.0,nan,5625.0,0.91,0.96,1.0965,-0.131,2.53,2.7,1.814,4.52,23.25,11.4550454,695.6353,291.7770457,1.3836634,,13.346,,12.516,,,,10.783,10.438,10.31,10.064,10.098,10.189,9.035,-,---,0.001,1.0,0.25,0.0
0,CoRoT-20 b,CoRoT-20,b,1,2,0,Transit,2011,Space,1,1,0,0.025,0.09,9.416,1366.669,8.87,0.59,1024.0,88.21,1.087998,2.2248,0.0842,467.0,G2 V,5880.0,1.02,1.14,1.3804,0.17,2.35,0.1,1.51,,60.62,2.8157236,2752.9556,97.7204249,0.2268931,,15.613,,14.63,,,,12.991,12.652,12.513,12.446,12.46,12.541,8.493,G,V,0.001,0.622459331202,1.0,0.0
0,CoRoT-20 c,CoRoT-20,c,1,2,0,Radial Velocity,2018,Ground,1,0,0,4.586,2.9,12.2,5403.11,16.4,0.6,,,,,,326.0,G2 V,4947.5,1.37,1.14,1.3804,0.006,2.35,0.1,1.51,,60.62,2.8157236,2752.9556,97.7204249,0.2268931,,15.613,,14.63,,,,12.991,12.652,12.513,12.446,12.46,12.541,8.493,G,V,0.1,0.5,1.0,0.0
0,CoRoT-21 b,CoRoT-21,b,1,1,0,Transit,2012,Space,1,1,0,0.007,0.0417,14.572,718.2958,1.36,0.0,,86.8,,4.76,0.067,274.0,F8 IV,6200.0,1.95,1.29,1.0,0.705,1.7,4.1,0.255,,101.0,11.7168394,4562.3817,101.0526207,-0.2991544,17.9494,16.663,16.4513,16.058,15.7952,15.4723,15.2871,14.34,13.98,13.813,13.674,13.69,12.495,9.006,F,IV,0.1,1.0,1.0,0.0
0,CoRoT-22 b,CoRoT-22,b,1,1,0,Transit,2014,Space,1,1,0,0.027,0.092,4.88,12.2,0.249,0.077,885.0,89.749,,4.492,0.03927,3.7,G3 V,5939.0,1.14,1.1,1.4791,0.014,2.36,3.3,1.027,,,2.3150628,2045.5134,280.6671392,6.2191669,,14.74,14.299,13.82,13.698,13.487,,12.414,12.099,11.988,11.889,11.95,11.564,8.87,G,V,0.001,0.999999999996,1.0,0.0
0,CoRoT-23 b,CoRoT-23,b,1,1,0,Transit,2011,Space,1,1,0,0.01,0.048,11.77,889.9,3.0,0.16,1660.0,85.7,,3.888,0.0671,377.0,G0 V,5900.0,1.61,1.14,1.122,0.087,2.3,7.2,0.5,,-35.18,8.6628393,3460.4173,279.7826586,4.3577516,,16.727,,15.675,15.038,14.198,,12.944,12.45,12.364,12.14,12.173,12.259,8.354,G,V,0.001,0.999999999721,1.0,0.0
0,CoRoT-24 b,CoRoT-24,b,1,2,0,Transit,2014,Space,1,1,0,0.014,0.056,3.7,5.7,0.9,0.0,1070.0,86.5,,2.85,0.037,2.1,K1 V,4950.0,0.86,0.91,1.9953,-0.601,2.55,11.0,1.94863,,51.37,3.0425443,1929.3921,101.922543,-3.7192892,,16.593,,15.383,,,,13.595,13.046,12.924,12.898,13.001,12.418,9.039,K,V,0.001,1.0,1.0,0.0
0,CoRoT-24 c,CoRoT-24,c,1,2,0,Transit,2014,Space,1,1,0,0.032,0.098,5.0,28.0,1.3,0.0,850.0,89.0,,4.8,0.05,8.3,K1 V,4950.0,0.86,0.91,1.9953,-0.601,2.55,11.0,1.94863,,51.37,3.0425443,1929.3921,101.922543,-3.7192892,,16.593,,15.383,,,,13.595,13.046,12.924,12.898,13.001,12.418,9.039,K,V,0.001,1.0,1.0,0.0
0,CoRoT-25 b,CoRoT-25,b,1,1,0,Transit,2013,Space,1,1,0,0.013,0.0578,12.11,85.81,0.15,0.0,1330.0,84.5,,1.92,0.085,29.0,F9,6040.0,1.19,1.09,0.9772,0.141,2.31,4.5,0.64637,,-15.42,2.6431764,3599.0662,280.6296561,6.5138223,,15.896,,14.79,,,,13.3,12.99,12.846,12.866,12.909,12.051,8.748,F,---,0.001,1.0,1.0,0.0
0,CoRoT-26 b,CoRoT-26,b,1,1,0,Transit,2013,Space,1,1,0,0.012,0.0526,14.12,165.26,0.28,0.0,1600.0,86.8,,5.47,0.0718,61.0,G5,5590.0,1.79,1.09,1.0233,0.451,1.99,8.6,,,15.51,10.1140368,3408.9173,279.7504991,6.9697828,,17.595,,15.861,,,,13.813,13.358,13.261,13.158,13.295,12.082,8.807,G,---,0.001,1.0,1.0,0.0
0,CoRoT-27 b,CoRoT-27,b,1,1,0,Transit,2014,Space,1,1,0,0.01,0.0476,11.287,3302.11,12.6,0.065,1500.0,86.7,,2.77,0.099,1326.0,G2,5900.0,1.08,1.05,0.7943,-0.166,2.4,4.21,1.24,,-4.09,9.7710073,3295.0888,278.4958319,5.5383811,,17.117,,15.774,15.848,,,13.571,13.17,12.985,12.953,13.068,12.351,9.034,G,---,0.001,0.999999999998,1.0,0.0
0,CoRoT-28 b,CoRoT-28,b,1,1,0,Transit,2015,Space,1,1,0,0.014,0.0603,10.705,153.82972,0.69,0.047,,88.1,,5.7,0.0551,56.4,G8/9 IV,5150.0,1.78,1.01,1.4125,0.388,1.6,12.0,0.27,,,8.9097951,2498.9518,278.6883216,5.5736911,,15.014,,13.783,,,,11.601,11.143,11.032,10.926,11.005,11.384,8.825,G,IV,0.1,0.999999999999,1.0,0.0
0,CoRoT-29 b,CoRoT-29,b,1,1,0,Transit,2015,Space,1,1,0,0.008,0.0386,10.088,270.1555,1.45,0.082,,87.3,,2.19,0.1028,125.0,K0 V,5260.0,0.9,0.97,1.5849,-0.094,2.3,4.5,1.825,,,14.8548187,2630.471,278.9020691,6.4795703,,16.588,,15.408,,,,13.565,13.12,13.048,11.961,12.105,12.38,9.113,K,V,0.1,0.999999999994,1.0,0.0
0,CoRoT-30 b,CoRoT-30,b,1,1,0,Transit,2020,Space,1,1,0,0.025,0.0844,11.31,921.707,3.45,0.007,,90.0,,,0.114,283.0,G3 V,5650.0,0.91,0.98,1.0471,-0.197,2.4,3.0,1.54162,,-34.93,1.285261,3366.6801,277.6011767,6.8359338,,16.67,,15.571,,,,14.019,13.551,13.562,13.275,13.379,12.253,8.919,G,V,0.1,1.0,1.0,0.0
0,CoRoT-31 b,CoRoT-31,b,1,1,0,Transit,2020,Space,1,1,0,0.013,0.0586,16.365,266.9772,0.33,0.02,,83.2,,,0.0699,88.0,G2 IV,5700.0,2.15,1.25,1.0,0.398,1.85,4.7,0.1518,,18.6,7.7483816,6541.9066,94.820735,-4.4222978,,16.722,,15.479,,,,13.908,13.469,13.426,13.349,13.403,12.35,8.621,G,IV,0.1,1.0,1.0,0.0
0,CoRoT-35 b,CoRoT-35,b,1,1,0,Transit,2022,Space,1,1,0,0.009,0.0429,18.831,349.61125,0.29,0.0,1747.0,84.1,1.257,4.19,,150.0,F6 V,6390.0,1.65,1.01,0.3162,0.362,2.01,6.1,0.44716,,,5.7929122,3663.4168,289.3143526,-2.7747085,,16.73,,15.635,,,,13.43,13.054,12.935,12.781,12.815,12.327,8.895001,F,V,0.001,1.0,1.0,0.0
0,CoRoT-36 b,CoRoT-36,b,1,1,0,Transit,2022,Space,1,1,0,0.015,0.066,15.805,216.12332,0.25,0.0,1567.0,85.83,1.01,4.98,,65.0,F3 V,6730.0,1.52,1.32,0.7943,0.813,2.16,2.1,0.23732,,,4.0987041,3020.0676,277.7510149,7.1833465,,13.753,,13.126,,,,11.859,11.641,11.592,11.512,11.539,11.234,8.872,F,V,0.001,1.0,1.0,0.0
0,CoRoT-4 b,CoRoT-4,b,1,1,0,Transit,2008,Space,1,1,0,0.025,0.09,13.34,228.83,0.525,0.0,1074.0,90.0,1.381232,4.4317333,0.1047,63.0,nan,6190.0,1.17,1.16,1.122,0.185,2.41,1.0,1.11,8.9,32.3,5.3458377,2369.2363,102.1946233,-0.6727861,15.5452,14.272,14.3082,13.652,15.1978,14.0739,13.7405,12.619,12.359,12.288,12.194,12.246,12.152,8.832,-,---,0.001,1.0,1.0,0.0
0,CoRoT-5 b,CoRoT-5,b,1,1,0,Transit,2009,Space,1,1,0,0.011,0.04947,15.558,148.42,0.217,0.09,1438.0,85.83,1.461,2.9331124,0.1155,59.1,F9 V,6100.0,1.19,1.0,0.5623,0.18,2.19,6.9,1.01,,,8.8293871,2878.2354,101.2772396,0.8152163,15.9996,14.61,14.716,14.043,13.9355,13.7711,14.1142,12.871,12.609,12.546,12.479,12.521,12.304,8.701,F,V,0.001,0.999999999992,1.0,0.0
0,CoRoT-6 b,CoRoT-6,b,1,1,0,Transit,2009,Space,1,1,0,0.024,0.0855,13.068,940.74,2.32,0.1,1017.0,89.07,,4.08,0.1169,280.0,F9 V,6090.0,1.03,1.05,0.631,0.026,2.43,2.5,1.31,6.4,-18.24,5.8112583,2104.6651,281.0725563,6.6632062,,14.691,,13.961,,,,12.518,12.228,12.119,12.127,12.178,12.07,8.907,F,V,0.001,0.999999999986,1.0,0.0
0,CoRoT-7 b,CoRoT-7,b,1,3,0,Transit,2009,Space,1,1,0,0.002,0.017016,1.681,4.07661,9.355,0.0,1756.0,80.1,0.035,1.059,0.0187,3.1,G9 V,5275.0,0.83,0.82,1.122,-0.289,2.5,1.8,2.0,,31.17,10.9609274,521.543,100.9561682,-1.0630076,,12.784,,11.728,11.378,10.924,,10.301,9.88,9.806,9.76,9.824,9.782,7.926,G,V,0.001,1.0,1.0,0.0
0,CoRoT-7 c,CoRoT-7,c,1,3,0,Radial Velocity,2009,Space,1,0,0,0.01,0.046,2.83,8.4,2.04,0.0,,80.0,,,,4.0,G9 V,5256.0,0.86,0.9,1.1482,-0.289,2.52,1.8,1.96324,,31.17,10.9609274,521.543,100.9561682,-1.0630076,,12.784,,11.728,11.378,10.924,,10.301,9.88,9.806,9.76,9.824,9.782,7.926,G,V,0.1,1.0,1.0,0.0
0,CoRoT-7 d,CoRoT-7,d,1,3,0,Radial Velocity,2022,Ground,1,0,0,0.025,,4.31,17.142,1.18,,,,,,,5.525,G9 V,5250.0,0.84,0.92,1.0471,-0.292,2.57,1.8,2.354,,31.17,10.9609274,521.543,100.9561682,-1.0630076,,12.784,,11.728,11.378,10.924,,10.301,9.88,9.806,9.76,9.824,9.782,7.926,G,V,0.1,0.1,1.0,0.0
0,CoRoT-8 b,CoRoT-8,b,1,1,0,Transit,2010,Space,1,1,0,0.017,0.063,6.39,69.92,1.6,0.0,870.0,88.4,0.651,2.74,0.075,26.0,K1 V,5080.0,0.77,0.88,1.9953,-0.4,2.58,3.0,2.7,,-37.47,35.483344,1050.343,291.5885696,1.4262972,,16.005,,14.792,14.27,13.41,,12.154,11.641,11.463,11.401,11.465,11.567,8.22,K,V,0.001,1.0,1.0,0.0
0,CoRoT-9 b,CoRoT-9,b,2,1,0,Transit,2009,Space,1,1,0,0.261,0.4021,11.949,266.9772,0.86,0.133,420.0,89.9,1.55,8.268,0.11402,39.0,G3 V,5625.0,0.96,0.96,0.9772,-0.254,2.54,6.0,1.51,,19.82,20.7840672,1346.959,280.7866461,6.2040783,,14.558,,13.637,13.33,12.86,,12.175,11.813,11.688,11.68,11.699,12.071,9.09,G,V,0.40483300983,0.999999999928,0.25,0.10120825245
0,CoRoTID 223977153 b,CoRoTID 223977153,b,1,1,0,Transit,2017,Space,1,1,0,0.018,0.071,6.389,47.6745,1.1,,938.0,89.0,0.29,2.496,0.054,14.0,G0 VI,5970.0,0.79,1.08,1.0,-0.155,2.67,,1.57283,,,4.6600247,1880.8862,100.1951714,9.2573953,15.5005,14.403,14.1084,13.626,13.6711,16.6984,13.4498,12.519,12.25,12.193,12.133,12.162,11.378,7.854,G,VI,0.001,0.1,1.0,0.0
0,DE CVn b,DE CVn,b,2,1,1,Eclipse Timing Variations,2018,Ground,0,0,0,11.22,5.75,12.4,3823.2733,11.0,0.0,,86.0,,,,,nan,3579.0,0.42,0.51,,-1.574,2.8,,7.71066,,,268.1544429,99.551,201.7207198,45.5455449,15.6103,14.227,14.887,12.956,12.5088,11.4455,12.4303,9.392,8.797,8.555,8.447,8.306,8.215,8.146,-,---,0.1,1.0,0.25,0.0
0,DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,b,1,1,0,Astrometry,2013,Ground,0,0,0,0.675,0.36,11.9,9057.77,29.5,0.345,,56.6,,,,,L1.5,,,0.07,,,,1.0,,,,158.3,67.7426,125.7620668,-49.2003008,,,,,,,,13.547,12.636,12.062,11.47,11.142,10.748,9.534,-,---,0.1,0.999997097688,1.0,0.0
0,DH Tau b,DH Tau,b,1,1,0,Imaging,2004,Ground,0,0,1,,330.0,30.264,3496.0,0.693,,2200.0,,,,,,M0.5,4371.0,0.27,0.33,,-0.212,2.0,0.001,0.37705,,,21.871659,439.8083,67.4231674,26.5493897,15.6366,15.542,15.2471,13.98,15.0711,15.0094,12.631,9.767,8.824,8.178001,7.397,7.022,5.756,3.032,M,---,0.001,0.1,1.0,0.0
0,DMPP-1 b,DMPP-1,b,1,4,0,Radial Velocity,2019,Ground,1,0,0,0.051,0.1462,5.29,24.27,0.901,0.083,877.0,,,,,5.162,F8 V,6196.0,1.26,1.21,,0.32,2.41,2.01,0.81281,,28.61,21.4467413,203.974,86.7761233,-10.6303217,,8.538,,7.98,,,,7.001,6.746,6.69,6.655,6.652,6.698,6.563,F,V,0.001,0.999999999994,1.0,0.0
0,DMPP-1 c,DMPP-1,c,1,4,0,Radial Velocity,2019,Ground,1,0,0,0.018,0.0733,3.06,9.6,1.84,0.057,1239.0,,,,,2.884,F8 V,6196.0,1.26,1.21,,0.32,2.41,2.01,0.81281,,28.61,21.4467413,203.974,86.7761233,-10.6303217,,8.538,,7.98,,,,7.001,6.746,6.69,6.655,6.652,6.698,6.563,F,V,0.001,0.999999999998,1.0,0.0
0,DMPP-1 d,DMPP-1,d,1,4,0,Radial Velocity,2019,Ground,1,0,0,0.008,0.0422,1.65,3.35,4.1,0.07,1632.0,,,,,1.326,F8 V,6196.0,1.26,1.21,,0.32,2.41,2.01,0.81281,,28.61,21.4467413,203.974,86.7761233,-10.6303217,,8.538,,7.98,,,,7.001,6.746,6.69,6.655,6.652,6.698,6.563,F,V,0.001,0.999999999997,1.0,0.0
0,DMPP-1 e,DMPP-1,e,1,4,0,Radial Velocity,2019,Ground,1,0,0,0.015,0.0651,1.86,4.13,3.53,0.07,1314.0,,,,,1.316,F8 V,6196.0,1.26,1.21,,0.32,2.41,2.01,0.81281,,28.61,21.4467413,203.974,86.7761233,-10.6303217,,8.538,,7.98,,,,7.001,6.746,6.69,6.655,6.652,6.698,6.563,F,V,0.001,0.999999999997,1.0,0.0
